"","program","review_title","review_rating","review"
"1494","CIEE: Amsterdam, Social Sciences and Humanities","Loved It",4.5,"It was great living in Europe for an extended period of time like this A student - Brandeis University View Entire Review"
"1495","CIEE: Amsterdam, Social Sciences and Humanities","Eye Opening",4.5,"aside from all the fun I had while in Amsterdam, my experience living there taught me I can adapt to different cultures easily and live independently A student - Wellesley College View Entire Review"
"1496","CIEE: Amsterdam, Social Sciences and Humanities","A Unique Experience That Took Me Out Of My Comfort Zone.",5,"Amsterdam provided me with great adventure. It was not only a beautiful city but it was also very manageable, the people were friendly, I learned a lot, I made amazing friends, ate good food, and was able to explore a good portion of Europe. I would recommend Amsterdam to anyone! A student - The University of Texas at Austin View Entire Review"
"1497","CIEE: Amsterdam, Social Sciences and Humanities","Greatest Decision Ever",5,"It was so incredibly worthwhile. Amsterdam marked major growth in my life as a student and a person. I was exposed to so many new places, people, perspectives and experiences and wouldn't trade my experience for anything. I am eternally grateful for this opportunity. Emily C - Middlebury College View Entire Review"
"1498","CIEE: Amsterdam, Social Sciences and Humanities","An Unforgettable Experience",4.5,"Intercultural Insight. It was very worthwhile A student - Brandeis University View Entire Review"
"1499","CIEE: Amsterdam, Social Sciences and Humanities","A Surprising Achievement That I Never Expected.",4.5,"The best things that I got out of my study abroad experience had little or nothing to do with my classes or my program. The best relationships I made were with other people in the city who I met through walking around, and doing things I loved to do. A student - Brandeis University View Entire Review"
"1500","CIEE: Amsterdam, Social Sciences and Humanities","Studying In Amsterdam Was An Amazing And Educational Experience!!",5,"I learned a lot about living independently and living every day fully in order to take advantage of such an amazing city!! From my classes I learned so much about Dutch culture and their interesting policies- it really helped me think critically about American policies and culture. I also loved taking a new language while I was ... A student - Middlebury College View Entire Review"
"1501","CIEE: Amsterdam, Social Sciences and Humanities","Fun",3.5,"Yes, I gained a lot A student - Wellesley College View Entire Review"
"1502","CIEE: Amsterdam, Social Sciences and Humanities","Self Exploration",4.5,"It was a fantastic experience! Being able to explore for oneself a city that one hasn't been exposed to (for the extended period of a semester), is a promising, and worth-every-second, time. A student - Brandeis University View Entire Review"
"1503","CIEE: Amsterdam, Social Sciences and Humanities","Amazing Experience In Amsterdam",4.5,"It was definitely worthwhile. I gained a lot of independence living on my own and met some incredible people. I got a lot of travel experiences I never normally would have had. I learned how to be an aggressive biker. And I learned a lot about what politics looks like in a smaller, homogenous country with a very different histor... A student - Wellesley College View Entire Review"
"1504","CIEE: Amsterdam, Social Sciences and Humanities","Best Semester Yet",5,"Expanded my interests, made me realize how fun school and adult life can be, made me consider things from a new point of view and open my mind beyond my small campus bubble. Totally worthwhile. A student - Wellesley College View Entire Review"
"1505","CIEE: Amsterdam, Social Sciences and Humanities","Best Decision I Ever Made",4.5,"Gained so much independence, got to travel around the country and other places in Europe, learned to bike like the Dutch A student - Middlebury College View Entire Review"
"1506","CIEE: Amsterdam, Social Sciences and Humanities","The City Of Love",5,"I learned a lot from my experience abroad. I learned to challenge myself beyond my comfortable limits and learned a lot about tolerance and living on my own. It was extremely worthwhile. A student - Brandeis University View Entire Review"
"1507","CIEE: Amsterdam, Social Sciences and Humanities","Good Stuff",4.5,"CIEE admin is awesome, Amsterdam is the best city in the world, embrace your independence and thrive. A student - Middlebury College View Entire Review"
"1508","CIEE: Amsterdam, Social Sciences and Humanities","Amsterdam Is Like The Las Vegas Of Europe",3.5,"I gained a real perspective on living abroad and living independently, and got the chance to travel around Europe from a storybook locale as home base. I'll never A student - Middlebury College View Entire Review"
"1509","CIEE: Amsterdam, Social Sciences and Humanities","Life Changing",5,"it was so great to be accepted in such a different city. i loved biking and felt so liberated and in control of myself. it was a great feeling! A student - Brandeis University View Entire Review"
"1510","CIEE: Amsterdam, Social Sciences and Humanities","Eye Opening",4,"A radically different perspective on policy Zion G - Brandeis University View Entire Review"
"1511","CIEE: Amsterdam, Social Sciences and Humanities","License To Kill",4.5,"a new perspective on myself, the world, and humankind in general; how to live independently in a strange new place, how to build yourself a life from the bottom up; that every person, no matter their place of origin, is motivated by the same desires; definitely, absolutely worthwhile A student - Brandeis University View Entire Review"
"1512","CIEE: Amsterdam, Social Sciences and Humanities","Amazing Amsterdam",4.5,"I learned how to be independent. I learned how to get out of my comfort zone and experience a whole new lifestyle. I learned how to have dinner way too late. I made friends from all over the world. But what I truly learned is that I want to spend as much time as possible, in my life, traveling. Kaity D - University of Arkansas - Fayetteville View Entire Review"
